longitude,latitude,housingMedianAge,population,households,medianIncome,AveBedrms,AveRooms,AveOccupancy,logMedVal
-122.12,37.67,33,1798,694,3.9395,0.9812680115273775,4.9409221902017295,2.590778097982709,13.94546139111543
-122.13,37.67,42,1625,665,3.2434,1.0571428571428572,5.401503759398496,2.443609022556391,13.915179882929417
-122.11,37.67,38,599,224,3.0917,1.1026785714285714,4.620535714285714,2.674107142857143,13.830987876577648
-122.11,37.67,32,2037,703,3.0645,1.1536273115220483,4.307254623044097,2.8975817923186344,13.818540370807487
-122.09,37.67,33,1854,603,2.7019,1.086235489220564,4.03150912106136,3.074626865671642,13.73641406360513
-122.09,37.67,39,1408,478,3.1115,1.0460251046025104,4.328451882845188,2.9456066945606696,13.732674222910795
-122.09,37.66,40,766,271,3.4722,1.154981549815498,4.944649446494465,2.8265682656826567,13.588386935379358
-122.09,37.66,39,725,274,2.2222,0.9452554744525548,4.233576642335766,2.645985401459854,13.768084332749469
-122.05,37.68,32,1019,340,6.1104,0.9352941176470588,5.926470588235294,2.9970588235294118,14.250002617336836
-122.06,37.67,22,1830,743,4.2733,1.098250336473755,5.224764468371467,2.4629878869448185,13.920282498067367
-122.07,37.67,27,1469,616,3.2465,1.0892857142857142,5.258116883116883,2.38474025974026,14.200705869839659
-122.07,37.67,28,1198,624,3.2417,1.1842948717948718,4.698717948717949,1.919871794871795,14.097464859996746
-122.07,37.67,38,1039,394,3.875,1.0380710659898478,5.340101522842639,2.6370558375634516,13.817844876380482
-122.04,37.67,29,690,242,6.0501,1.037190082644628,7,2.8512396694214877,14.312758133398114
-122.04,37.67,18,1155,415,6.8233,1.0096385542168675,7.228915662650603,2.783132530120482,14.621900222602108
-122.04,37.66,23,1066,384,6.3501,0.90625,6.299479166666667,2.7760416666666665,14.680541698485435
-122.07,37.66,28,1255,587,2.6719,1.039182282793867,3.8841567291311754,2.1379897785349233,13.788961275412863
-122.07,37.66,21,2461,1042,3.875,1.1209213051823417,4.828214971209213,2.3618042226487526,13.911338008532207
-122.08,37.66,33,1063,356,2.5625,1.0449438202247192,4.345505617977528,2.985955056179775,13.738652144103938
-122.07,37.65,31,2181,740,3.016,1.0675675675675675,4.45945945945946,2.9472972972972973,13.793233726147507
-122.08,37.65,17,3069,1299,2.7694,1.1077752117013087,3.8629715165511933,2.3625866050808315,13.793944260615586
-122.08,37.65,35,1093,374,3.6818,1.0508021390374331,4.847593582887701,2.9224598930481283,13.818540370807487
-122.08,37.66,37,1349,437,2.1382,0.9977116704805492,4.5697940503432495,3.0869565217391304,13.82685366002211
-122.1,37.66,37,599,206,3.7303,0.9271844660194175,4.37378640776699,2.907766990291262,13.703846855968878
-122.1,37.66,35,480,149,3.875,0.9530201342281879,4.604026845637584,3.221476510067114,13.795364013882331
-122.1,37.66,33,1293,448,3.0489,1.0357142857142858,4.361607142857143,2.8861607142857144,13.725911707507366
-122.09,37.65,27,1414,634,2.8203,1.138801261829653,4.148264984227129,2.230283911671924,14.009046945905297
-122.09,37.65,35,543,184,4.3897,1.0434782608695652,6.141304347826087,2.9510869565217392,13.981622110732573
-122.09,37.65,35,572,194,4.7143,1.0309278350515463,6.103092783505154,2.948453608247423,14.000769275204624
-122.1,37.66,34,342,112,4.6875,1.0267857142857142,5.857142857142857,3.0535714285714284,14.040428377686467
-122.11,37.66,29,2332,603,3.2091,1.066334991708126,4.218905472636816,3.867330016583748,13.70614915904015
-122.1,37.66,36,768,234,4.275,0.9615384615384616,5.576923076923077,3.282051282051282,13.949191124114467
-122.11,37.66,36,913,299,4.1302,1.0568561872909699,5.869565217391305,3.0535117056856187,13.868207953754984
-122.11,37.66,35,1726,643,3.09,1.0139968895800933,4.421461897356143,2.684292379471229,13.87749289461972
-122.1,37.65,25,1185,501,4.5417,0.9860279441117764,5.065868263473054,2.3652694610778444,14.004324146659746
-122.1,37.64,28,735,278,4.6635,1.118705035971223,6.41726618705036,2.643884892086331,14.074877307520337
-122.1,37.65,31,796,319,4.4427,1.025078369905956,5.633228840125392,2.4952978056426334,14.06257174263474
-122.1,37.65,36,252,82,4.5303,0.926829268292683,5,3.073170731707317,13.883422440841498
-122.12,37.65,26,86,25,2.375,1.08,6.48,3.44,13.606086075502077
-122.1,37.63,18,5613,1946,3.8171,1.0436793422404933,5.119732785200411,2.8843782117163412,13.96092276947947
-122.1,37.61,35,1727,467,4.5281,0.9807280513918629,5.055674518201285,3.6980728051391862,13.874185443389644
-122.13,37.66,19,407,183,4.3456,0.912568306010929,4.7103825136612025,2.2240437158469946,13.801731301757235
-122.11,37.65,18,2041,734,3.4861,1.1008174386920981,5.905994550408719,2.7806539509536785,14.618437407579767
-122.11,37.64,31,854,301,5.2312,0.9302325581395349,4.940199335548173,2.8372093023255816,14.02310007394029
-122.11,37.64,8,1907,746,3.6708,1.1380697050938338,4.815013404825737,2.5563002680965146,14.024844701329254
-122.12,37.64,40,264,77,3.8875,1.3246753246753247,5.6103896103896105,3.4285714285714284,14.188170319513349
-122.09,37.63,34,735,249,3.9167,0.9718875502008032,5.85140562248996,2.9518072289156625,13.97496594903031
-122.09,37.64,32,836,292,3.9063,0.9726027397260274,5.404109589041096,2.863013698630137,13.942344013223844
-122.1,37.63,29,1377,408,3.7895,1.0661764705882353,5.323529411764706,3.375,13.921554622090893
-122.08,37.64,36,789,248,3.8,0.9879032258064516,5.403225806451613,3.181451612903226,13.863537219164927
-122.08,37.64,36,662,226,5.7309,0.8805309734513275,4.938053097345133,2.9292035398230087,13.902323404702015
-122.09,37.64,36,853,271,4.1141,1.132841328413284,6.955719557195572,3.1476014760147604,13.870868452338943
-122.09,37.64,36,664,200,5.2838,1.06,5.9,3.32,13.867541866276184
-122.08,37.64,30,4065,1113,3.3479,1.1257861635220126,4.73225516621743,3.652291105121294,13.929157955573054
-122.08,37.64,23,1109,418,3.142,1.0526315789473684,4.538277511961723,2.65311004784689,13.91262005994704
-122.08,37.63,31,548,185,3.7614,0.9243243243243243,4.145945945945946,2.962162162162162,13.889975165123332
-122.08,37.63,33,431,149,4.25,0.8523489932885906,4.6375838926174495,2.8926174496644297,13.993626395098085
-122.08,37.64,36,463,160,3.9338,0.83125,4.9125,2.89375,13.932940853721012
-122.07,37.64,22,5436,1463,2.5158,1.036226930963773,4.006151742993849,3.715652768284347,13.584132398525222
-122.07,37.63,27,2028,693,2.4808,1.0432900432900434,4.017316017316017,2.9264069264069263,13.762987774866803
-122.07,37.64,25,2426,862,4.7083,0.9976798143851509,5.248259860788863,2.8143851508120648,13.983430761170915
-122.06,37.64,37,1038,282,4.1652,1.0780141843971631,5.205673758865248,3.6808510638297873,13.767357634463043
-122.06,37.64,20,857,430,3.5541,1.0465116279069768,3.8488372093023258,1.9930232558139536,14.680541698485435
-122.06,37.65,33,848,291,3.8036,0.9828178694158075,4.216494845360825,2.9140893470790377,13.767357634463043
-122.06,37.64,33,729,220,3.8259,1.1454545454545455,5.2727272727272725,3.3136363636363635,13.675853587399608
-122.04,37.63,33,369,159,3.2331,1.0817610062893082,5.987421383647798,2.3207547169811322,14.181090261969963
-122.03,37.62,35,1001,350,4.7109,1.0057142857142858,5.92,2.86,14.029484142820895
-122.03,37.62,32,1472,527,4.2468,1.0379506641366223,5.624288425047438,2.793168880455408,14.152845930924864
-122.04,37.62,35,453,176,6.396,0.9829545454545454,5.863636363636363,2.5738636363636362,14.084848468254142
-122.04,37.62,35,328,134,3.8125,0.8805970149253731,4.902985074626866,2.4477611940298507,14.060883462419607
-122.04,37.62,32,793,302,3.2857,1.0728476821192052,5.099337748344371,2.6258278145695364,13.997203380874637
-122.03,37.62,35,632,204,3.8929,1.1568627450980393,6.362745098039215,3.0980392156862746,14.090350871095978
-122.03,37.61,36,1002,281,3.7262,0.9644128113879004,5.01423487544484,3.565836298932384,13.815058684829843
-122.03,37.61,37,808,241,4.0125,1.0746887966804979,5.738589211618257,3.3526970954356847,13.790387190040683
-122.04,37.61,36,727,215,4.1719,1.0046511627906978,5.3534883720930235,3.3813953488372093,13.959693480212232
-122.04,37.62,35,455,185,4.2857,0.9675675675675676,4.859459459459459,2.4594594594594597,13.980414761540311
-122.08,37.63,37,1534,346,3.6458,1.0520231213872833,5.182080924855492,4.433526011560693,13.755667571919664
-122.08,37.62,17,1139,550,2.6875,0.9418181818181818,4.5181818181818185,2.070909090909091,13.760796602403325
-122.07,37.63,35,1175,337,3.7292,1.1157270029673592,5.729970326409496,3.486646884272997,13.837161467306213
-122.07,37.63,24,1401,453,4.5913,1.0264900662251655,5.141280353200883,3.0927152317880795,13.900382475971236
-122.06,37.63,12,3388,1289,3.8625,1.0659425911559348,5.2063615205585725,2.6283941039565555,14.087052589676354
-122.06,37.63,23,841,364,3.3611,0.978021978021978,5.326923076923077,2.3104395604395602,13.844662235077399
-122.05,37.61,16,705,351,2.8971,0.9857549857549858,4.678062678062678,2.0085470085470085,13.808063529441707
-122.08,37.63,34,1148,310,4.0326,0.9451612903225807,5.22258064516129,3.703225806451613,13.81366305359059
-122.08,37.63,35,391,107,4.0682,1.0093457943925233,4.831775700934579,3.6542056074766354,13.75786852952929
-122.09,37.63,36,992,249,5.3644,1.1004016064257027,6.305220883534137,3.9839357429718874,13.841940340315592
-122.09,37.63,35,790,243,4.7019,0.9094650205761317,4.991769547325103,3.251028806584362,13.87749289461972
-122.08,37.62,27,1016,313,5.64,0.987220447284345,5.833865814696486,3.246006389776358,14.073764045090707
-122.08,37.61,26,1039,395,3.7931,1.1215189873417721,5.724050632911393,2.630379746835443,14.059192700046927
-121.99,37.61,9,2341,703,4.6458,1.0113798008534851,5.21479374110953,3.330014224751067,14.130800527400986
-122.02,37.6,36,1382,338,3.694,1.0207100591715976,4.831360946745562,4.088757396449704,13.777489858597521
-122.02,37.6,31,1858,437,2.652,1.194508009153318,4.931350114416476,4.251716247139588,13.778930059161457
-122.02,37.6,32,1156,300,3.5,0.9333333333333333,4.316666666666666,3.8533333333333335,13.738652144103938
-122.02,37.6,32,1097,328,3.2386,0.899390243902439,3.948170731707317,3.3445121951219514,13.70307839620089
-122.03,37.61,33,831,268,5.097,1.126865671641791,5.664179104477612,3.1007462686567164,13.969491196558717
-122.04,37.6,17,1873,602,4.3875,1.0598006644518272,5.504983388704319,3.111295681063123,14.239443277707112
-122.06,37.6,22,1640,514,4.625,0.9669260700389105,5.85408560311284,3.190661478599222,14.22390906092277
-122.08,37.61,6,1568,433,5.0406,1.094688221709007,6.016166281755196,3.6212471131639723,14.344878142198096
-122.06,37.6,17,3174,817,5.8704,1.018359853121175,6.314565483476132,3.8849449204406366,14.219501987187742
-122.06,37.6,18,1186,310,5.3226,0.8903225806451613,5.567741935483871,3.825806451612903,14.206178516983536
-122.08,37.59,16,1367,355,4.235,1.028169014084507,5.115492957746479,3.850704225352113,13.753462393871002
-122.07,37.59,13,1680,528,4.825,1.043560606060606,4.882575757575758,3.1818181818181817,14.156997559982578
-122.08,37.58,15,1657,410,5.5218,1.0195121951219512,6.282926829268293,4.041463414634146,14.31366257701532
-122.07,37.58,16,1033,267,6.5116,0.9400749063670412,6.157303370786517,3.8689138576779025,14.267075095832706
-122.07,37.58,16,1117,268,6.0661,0.8955223880597015,5.992537313432836,4.167910447761194,14.27971515795163
-122.08,37.58,16,2003,488,6.0074,1.1147540983606556,6.862704918032787,4.104508196721311,14.229759009951241
-122.07,37.59,15,2568,653,4.6211,1.0505359877488514,5.3215926493108725,3.9326186830015315,13.716832712983308
-122.07,37.58,16,1461,344,5.225,0.9825581395348837,5.502906976744186,4.247093023255814,14.113177707503324
-122.04,37.59,14,1116,273,5.3428,1.1062271062271063,6.326007326007326,4.087912087912088,14.26377523704056
-122.05,37.59,15,3163,1274,3.7462,0.9992150706436421,4.900313971742543,2.4827315541601256,14.106701857448599
-122.03,37.6,24,1488,389,4.5721,0.9845758354755784,5.339331619537275,3.8251928020565553,14.118546531446903
-122.02,37.59,18,855,319,3.6923,1.0438871473354232,3.652037617554859,2.6802507836990594,14.110483866964898
-122.03,37.59,16,2530,817,4.6786,1.08812729498164,5.350061199510404,3.0966952264381886,14.320872631980954
-122.01,37.59,2,240,149,2.875,1.9798657718120805,5.624161073825503,1.610738255033557,14.234611337825356
-122.02,37.58,15,2097,728,3.3617,1.043956043956044,4.1923076923076925,2.8804945054945055,13.903615539669413
-122.01,37.58,17,2629,721,5.7579,0.9944521497919556,5.981969486823855,3.6463245492371708,14.206674741370955
-122.09,37.6,36,295,92,2.9706,1.0217391304347827,4.184782608695652,3.2065217391304346,13.689935396003724
-122.08,37.6,10,2056,628,3.9022,1.0796178343949046,4.850318471337579,3.2738853503184715,13.988239968388795
-121.97,37.57,21,2172,789,4.6146,0.9923954372623575,5.503168567807351,2.752851711026616,14.282505292761464
-121.96,37.58,15,1777,559,5.7192,1.0679785330948122,6.395348837209302,3.178890876565295,14.438212512472434
-121.98,37.58,20,2079,975,3.6832,1.0574358974358975,4.231794871794872,2.1323076923076925,14.13027045133721
-121.99,37.58,31,1276,485,6.2073,0.9855670103092784,5.934020618556701,2.6309278350515464,14.434148904003926
-122,37.58,6,2071,688,5.8151,1.0421511627906976,6.402616279069767,3.010174418604651,14.48627683826461
-122.01,37.57,14,8117,2847,5.8322,1.0512820512820513,5.689848963821566,2.8510713031260977,14.431295810213722
-122.04,37.58,14,8012,2606,5.6277,1.0391404451266308,5.72409823484267,3.074443591711435,14.38125165616916
-122.04,37.57,12,3436,1057,5.2879,1.0066225165562914,5.410596026490066,3.250709555345317,14.203694178147414
-122.07,37.57,8,5019,1379,6.5615,1.0203045685279188,6.270485859318347,3.6395939086294415,14.57136205526071
-122.06,37.58,15,4576,1348,5.6758,1.0207715133531157,6.017804154302671,3.394658753709199,14.309133228899551
-122.05,37.57,7,6075,1797,6.1047,1.011686143572621,5.925431274346132,3.380634390651085,14.416509892242201
-121.93,37.49,5,648,245,3.5714,1.2693877551020407,4.6938775510204085,2.6448979591836737,14.503268416684087
-122.07,37.52,3,7205,2753,6.0824,1.0392299309843807,5.0904467853251,2.6171449328005814,14.396915435970799
-122.02,37.56,23,2461,829,4.3594,1.0337756332931243,5.225572979493365,2.9686369119420988,14.164227040459823
-122.02,37.56,35,914,316,5.5737,0.9873417721518988,5.430379746835443,2.892405063291139,14.11747476995274
-122.03,37.56,31,2841,924,4.8962,1.0432900432900434,5.390692640692641,3.074675324675325,14.147635228761322
-122.03,37.56,24,4446,1491,4.6978,1.000670690811536,5.663313212608987,2.9818913480885314,14.248089934983243
-122.01,37.56,6,1531,736,4.4259,1.0570652173913044,4.114130434782608,2.0801630434782608,13.765902858810469
-122.01,37.55,26,1434,495,3.3008,1.0747474747474748,4.177777777777778,2.896969696969697,14.168337858063225
-122.02,37.55,33,909,267,4.5687,1.0262172284644195,4.962546816479401,3.404494382022472,13.897789464726085
-122.01,37.56,24,1174,501,3.8179,0.9680638722554891,5.115768463073852,2.343313373253493,14.126021023869221
-121.99,37.56,18,2641,971,5,1.035015447991761,5.66941297631308,2.7198764160659112,14.380825335496993
-121.99,37.56,20,3288,1235,4.3393,1.0477732793522267,5.232388663967611,2.662348178137652,14.203694178147414
-121.96,37.55,4,1606,838,4.1387,1.1849642004773269,4.470167064439141,1.9164677804295942,13.798198272864717
-121.97,37.56,13,4518,1772,4.8052,1.0287810383747178,5.032731376975169,2.549661399548533,14.311852977900774
-121.97,37.54,31,986,322,4.6349,1.0683229813664596,6.052795031055901,3.062111801242236,14.014923300030407
-121.97,37.55,17,3080,1182,3.168,1.0549915397631133,4.165820642978003,2.6057529610829104,13.974358928694231
-121.98,37.54,17,3386,1339,3.1326,1.0268857356235996,3.833457804331591,2.5287528005974607,14.150764482392837
-121.99,37.55,16,4649,1903,2.9074,1.1024697845507094,3.492905937992643,2.442984760903836,14.113715719209043
-121.94,37.56,15,2412,714,8.3996,1.0476190476190477,7.946778711484594,3.3781512605042017,14.951264183397981
-121.95,37.55,21,4552,1520,6.6478,1.013157894736842,7.030921052631579,2.9947368421052634,14.624662986693654
-121.93,37.54,25,596,220,6.629,0.8727272727272727,6.154545454545454,2.709090909090909,14.688400499000783
-121.94,37.54,27,1631,538,6.2179,0.9776951672862454,6.905204460966543,3.0315985130111525,14.523407705531415
-121.94,37.53,33,941,304,5.761,1.125,6.891447368421052,3.0953947368421053,14.336931853383883
-121.95,37.54,29,1724,585,4.6641,1.1025641025641026,6.011965811965812,2.947008547008547,14.288527461609034
-121.94,37.54,31,1067,410,6.7599,0.9317073170731708,6.18780487804878,2.602439024390244,14.700088911309292
-121.96,37.54,14,2738,1108,3.9909,1.089350180505415,4.608303249097473,2.4711191335740073,14.227325146608907
-121.96,37.53,23,1278,492,4.2955,0.9654471544715447,4.502032520325203,2.597560975609756,14.140300351959457
-121.96,37.53,28,1538,545,4.9615,0.9706422018348624,5.411009174311927,2.8220183486238533,14.187666044127063
-121.96,37.53,18,1252,586,2.6198,1.1126279863481228,4.052901023890785,2.136518771331058,14.22683775520513
-121.97,37.54,28,1344,467,4.7135,1.0620985010706638,4.950749464668094,2.8779443254817987,14.055237893889434
-121.97,37.53,35,1353,413,4.75,1.0169491525423728,5.513317191283293,3.276029055690073,14.019602858878145
-121.97,37.53,26,1273,406,5.4299,0.9532019704433498,6.172413793103448,3.1354679802955663,14.22927264919119
-121.98,37.53,28,1610,540,4.6,1.048148148148148,5.238888888888889,2.9814814814814814,14.163197035912686
-121.98,37.53,26,2142,639,4.1947,1.1001564945226916,4.974960876369327,3.352112676056338,14.160617981232276
-121.99,37.54,26,1285,404,5.388,0.9183168316831684,5.772277227722772,3.1806930693069306,14.17243403336454
-121.99,37.54,18,1673,661,3.9444,1.0816944024205748,5.422087745839637,2.5310136157337366,14.247132399540744
-121.99,37.54,28,1772,516,5.3283,0.9825581395348837,5.903100775193798,3.434108527131783,14.18716154751884
-121.99,37.55,28,1106,453,4.8403,0.9161147902869757,5.328918322295806,2.4415011037527594,14.376125347531964
-122,37.54,29,2023,749,5.1616,0.9933244325767691,5.518024032042724,2.7009345794392523,14.403623438949564
-122.01,37.55,34,1276,468,4.9167,1.0576923076923077,5.963675213675214,2.7264957264957266,14.322219499204985
-122,37.55,27,3026,1134,4.1591,1.101410934744268,5.381834215167548,2.6684303350970016,14.621208493257942
-122.01,37.54,32,1128,395,5,1.0278481012658227,6.511392405063291,2.8556962025316457,14.454724790553382
-122,37.54,26,852,357,5.8325,1.0392156862745099,5.350140056022409,2.3865546218487395,14.499044000512832
-122.01,37.53,27,889,314,5.7057,0.964968152866242,6.019108280254777,2.8312101910828025,14.454724790553382
-121.99,37.53,25,2831,923,5.0423,1.017334777898158,5.85590465872156,3.067172264355363,14.158033129615816
-121.97,37.52,26,1776,613,4.5317,1.0163132137030995,6.135399673735726,2.897226753670473,14.210636846926704
-121.97,37.51,25,1671,504,5.4359,1.0138888888888888,6.613095238095238,3.3154761904761907,14.33115852594652
-121.97,37.52,23,2530,894,5.0824,1.0604026845637584,5.508948545861298,2.829977628635347,14.202200994643974
-121.95,37.52,33,2721,763,5.2308,1.001310615989515,5.234600262123198,3.5661861074705112,14.019018954321298
-121.96,37.51,22,3215,1086,4.4107,1.0359116022099448,5.350828729281768,2.960405156537753,14.164741696991124
-121.96,37.52,26,2352,734,5.2396,1.0095367847411445,5.737057220708447,3.204359673024523,14.166798022974872
-121.93,37.53,27,2855,960,4.7478,1.0135416666666666,5.7625,2.9739583333333335,14.263303054730498
-121.92,37.53,7,12203,3701,8.4045,1.0440421507700621,7.63523372061605,3.2972169683869224,14.972360971905958
-121.89,37.49,9,1981,591,9.7194,0.9763113367174281,8.306260575296108,3.3519458544839256,15.090720184012676
-121.92,37.49,10,3571,1466,5.1643,1.0832196452933152,5.0757162346521145,2.4358799454297406,13.996607988679095
-121.92,37.48,23,1972,623,5.3813,1.0850722311396468,6.924558587479936,3.1653290529695024,14.358001145003616
-121.92,37.47,26,1105,357,6.0878,0.9019607843137255,5.647058823529412,3.0952380952380953,14.279249476633261
-121.91,37.47,13,2759,760,6.868,0.9789473684210527,7.075,3.6302631578947366,14.638037224207203
-122.03,37.55,22,4319,1404,6.992,0.9779202279202279,6.529202279202279,3.076210826210826,14.443473827297952
-122.03,37.55,26,1597,483,4.9118,1.1014492753623188,6.391304347826087,3.3064182194616976,14.132389291181198
-122.04,37.55,23,1446,515,4.4357,1.033009708737864,6.155339805825243,2.8077669902912623,14.471003329234183
-122.04,37.54,26,1285,377,4.9464,0.9787798408488063,5.689655172413793,3.4084880636604775,14.166284286088954
-122.05,37.54,25,2568,703,5.2882,1.0398293029871977,5.987197724039829,3.6529160739687057,14.162681687483717
-122.05,37.55,23,2357,823,5.1321,1.014580801944107,5.160388821385176,2.8639125151883356,14.100189334144769
-122.04,37.53,25,2998,890,3.9667,1.0359550561797752,5.008988764044944,3.3685393258426966,14.138722487545447
-122.04,37.5,17,307,100,3.1696,0.97,4.07,3.07,13.753462393871002
-122.06,37.54,20,3526,1060,5.0838,1.0075471698113208,6.116037735849057,3.3264150943396227,14.285288674515538
-122.03,37.54,35,1213,338,4.8214,1.014792899408284,5.523668639053255,3.588757396449704,13.953527245599638
-122.03,37.54,6,1911,639,4.1406,1.051643192488263,4.566510172143975,2.9906103286384975,13.904261063121671
-122.04,37.53,34,1524,467,3.7364,1.0235546038543897,4.9593147751606,3.26338329764454,13.980414761540311
-122.02,37.54,31,719,236,3.535,1.11864406779661,5.254237288135593,3.0466101694915255,14.094733915944408
-122.03,37.54,16,3038,870,5.0739,0.9839080459770115,5.124137931034483,3.4919540229885055,14.082087362485971
-122.03,37.53,18,1268,404,3.256,1.0816831683168318,4.321782178217822,3.1386138613861387,13.936711348901964
-122.01,37.53,19,2346,709,6.0667,1.004231311706629,6.44851904090268,3.308885754583921,14.27364654228566
-122.02,37.53,21,2216,681,5.7072,0.9882525697503671,6.284875183553598,3.2540381791483113,14.257146976616298
-122,37.51,7,3223,1316,4.9867,1.0562310030395137,4.826747720364741,2.4490881458966567,13.9266290925419
-121.92,37.72,4,2937,1506,5.1437,1.046480743691899,4.96480743691899,1.950199203187251,14.500966113612813
-121.92,37.72,22,2302,687,5.347,1.042212518195051,6.751091703056769,3.3508005822416305,14.143973638221967
-121.91,37.71,25,2038,671,5.7233,0.9955290611028316,6.523099850968704,3.03725782414307,14.206674741370955
-121.93,37.72,26,1935,642,4.4697,0.9922118380062306,5.94392523364486,3.014018691588785,14.15336570494501
-121.93,37.72,26,1453,444,4.9107,1.0337837837837838,6.31981981981982,3.2725225225225225,14.113715719209043
-121.93,37.71,26,2288,805,4.2281,1.049689440993789,5.990062111801242,2.8422360248447207,14.070976164937475
-121.94,37.71,15,2484,970,5.0143,1.0587628865979382,6.67319587628866,2.560824742268041,14.38677949080977
-121.96,37.71,6,3386,1062,7.2494,0.9887005649717514,7.60075329566855,3.1883239171374766,14.635306442276956
-121.92,37.64,46,512,208,5.1406,1.0048076923076923,6.153846153846154,2.4615384615384617,14.561565498146933
-121.93,37.66,24,1081,400,8.3337,1.06,7.915,2.7025,15.090720184012676
-121.92,37.69,13,1590,559,7.316,0.9928443649373881,6.694096601073345,2.8443649373881934,14.445894031628603
-121.9,37.66,18,3126,1115,6.4994,1.0197309417040359,6.634080717488789,2.8035874439461885,14.588218742535512
-121.92,37.68,23,706,219,7.2211,1.0182648401826484,7.557077625570776,3.223744292237443,14.471791540368535
-121.93,37.7,3,793,456,4.4087,1.2763157894736843,5.385964912280702,1.7390350877192982,14.175496618396945
-121.91,37.69,23,926,299,5.9345,1.0301003344481605,7.287625418060201,3.096989966555184,14.336931853383883
-121.91,37.68,20,831,260,6.177,0.9769230769230769,6.938461538461539,3.1961538461538463,14.351458362325666
-121.91,37.68,18,1700,520,5.817,1.051923076923077,6.982692307692307,3.269230769230769,14.32669769801031
-121.91,37.69,18,1395,427,6.3132,0.990632318501171,6.73536299765808,3.2669789227166275,14.335158529979294
-121.89,37.68,12,3329,1136,6.3373,1.0625,6.59330985915493,2.930457746478873,14.646190877270977
-121.88,37.68,23,854,286,7.333,0.9440559440559441,7.811188811188811,2.986013986013986,14.637696230876312
-121.89,37.68,22,734,245,6.2918,0.9755102040816327,7.746938775510204,2.9959183673469387,14.627074972596573
-121.88,37.67,16,1543,577,6.5214,1.0814558058925476,7.053726169844021,2.6741767764298094,14.54652780979109
-121.88,37.67,25,937,324,6.4524,0.9290123456790124,6.925925925925926,2.8919753086419755,14.491323259864629
-121.89,37.67,20,1181,474,6.0604,0.9936708860759493,6.219409282700422,2.4915611814345993,14.283897825726774
-121.89,37.67,19,852,295,6.5285,0.976271186440678,6.894915254237288,2.888135593220339,14.504800728702932
-121.9,37.67,15,876,285,7.2639,0.9578947368421052,7.473684210526316,3.0736842105263156,14.621208493257942
-121.9,37.67,7,3926,1229,7.4353,1.0528885272579334,7.762408462164362,3.1944670463791702,14.804397425963936
-121.88,37.66,29,1360,642,3.1127,1.0591900311526479,4.2087227414330215,2.1183800623052957,14.212612792430013
-121.87,37.66,39,161,102,2.4896,1.1372549019607843,5.117647058823529,1.5784313725490196,14.239443277707112
-121.87,37.66,52,315,123,5.0677,1.089430894308943,6.300813008130081,2.5609756097560976,14.21409252671095
-121.89,37.66,3,769,461,2.1187,1.0065075921908895,3.3947939262472886,1.668112798264642,14.20419147545246
-121.88,37.64,20,514,172,10.9506,1.069767441860465,7.6104651162790695,2.988372093023256,15.033665808378643
-121.87,37.57,13,2444,825,7.0691,1.0096969696969698,6.6896969696969695,2.9624242424242424,14.81438471734342
-121.87,37.67,10,1813,743,5.5,1.0767160161507403,5.837146702557201,2.440107671601615,14.280645955250522
-121.87,37.67,28,853,278,4.9879,1.0575539568345325,6.517985611510792,3.068345323741007,14.194705856229016
-121.85,37.68,4,1895,742,6.8132,0.9986522911051213,6.359838274932614,2.5539083557951483,14.434148904003926
-121.85,37.66,14,1833,663,5.6399,1.057315233785822,6.389140271493213,2.764705882352941,14.505566119746163
-121.86,37.66,22,1699,640,4.1597,1.0375,5.678125,2.6546875,14.476901786343827
-121.87,37.66,27,583,214,5.7519,1.1308411214953271,7.331775700934579,2.7242990654205608,14.417749339101896
-121.84,37.66,13,4847,1950,5.6417,1.0635897435897437,6.76,2.4856410256410255,14.690031011112865
-121.85,37.72,43,83,42,10.3203,0.9523809523809523,5.428571428571429,1.9761904761904763,14.834102800003636
-121.82,37.73,47,51,21,4.3472,1.0952380952380953,6.0476190476190474,2.4285714285714284,14.75988350069543
-121.86,37.7,13,4389,1391,6.6827,0.9662113587347232,6.916606757728253,3.1552839683680807,14.554621253305585
-121.89,37.69,4,2649,1241,3.62,1.216760676873489,4.9629331184528604,2.1345688960515714,13.621042933733081
-121.77,37.65,16,1952,576,7.3588,0.9618055555555556,7.447916666666667,3.388888888888889,14.60412983416606
-121.62,37.61,26,771,279,5.7239,1.096774193548387,6.401433691756273,2.763440860215054,14.918875093499258
-121.61,37.77,32,144,58,4.2083,1.2758620689655173,6.9655172413793105,2.4827586206896552,13.496479368727101
-121.72,37.7,17,729,252,6.1023,1.3968253968253967,6.630952380952381,2.892857142857143,14.969553291008477
-121.73,37.71,12,2595,1067,3.9864,0.9831302717900656,5.2558575445173386,2.4320524835988753,14.038132967742746
-121.75,37.71,11,5826,2125,4.8624,1.0447058823529412,5.68,2.7416470588235295,13.992431589795803
-121.77,37.74,25,254,85,9.1531,0.9529411764705882,5.811764705882353,2.988235294117647,14.886921071675296
-121.8,37.7,22,2474,910,4.7361,1.0362637362637364,6.08021978021978,2.718681318681319,14.129740130829772
-121.8,37.69,17,2222,662,5.4324,0.9652567975830816,5.97583081570997,3.3564954682779455,14.12282361680483
-121.82,37.69,12,802,319,4.9375,1.1003134796238245,5.974921630094044,2.5141065830721003,14.186151889859604
-121.76,37.69,29,1919,709,3.3841,1.002820874471086,4.842031029619182,2.706629055007052,13.943591978620324
